Price,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
Ticker,AAPL,MSFT,SPY,^VIX,AAPL,MSFT,SPY,^VIX,AAPL,MSFT,SPY,^VIX,AAPL,MSFT,SPY,^VIX,AAPL,MSFT,SPY,^VIX
Date,,,,,,,,,,,,,,,,,,,,
2015-01-30,25.925233840942383,34.28449630737305,165.17271423339844,20.969999313354492,26.55366988452238,35.285875381073915,167.42525868672465,22.18000030517578,25.856635712406298,34.24206241186317,164.9077156934692,19.239999771118164,26.199621290376125,35.26041439631764,166.1002407142217,20.229999542236328,334982000,78004900,197729700,0
2015-02-02,26.250513076782227,35.031280517578125,167.21823120117188,19.43000030517578,26.370004785647765,35.10765698766447,167.30932721771725,22.809999465942383,25.68624864341562,34.140223858071664,163.85598072283597,19.350000381469727,26.122171630877833,34.445729738417036,165.66961155632973,20.889999389648438,250956400,50352500,163107000,0
2015-02-03,26.25493621826172,35.30282974243164,169.6363983154297,17.329999923706055,26.352298507154856,35.582877792521394,169.6446878126908,18.889999389648438,26.02480425574212,34.83608622953236,167.73996099766435,17.200000762939453,26.2217437998551,35.328290716144544,168.11262191798005,18.40999984741211,207662800,52082400,124212900,0
2015-02-04,26.4563045501709,35.50651168823242,168.9904327392578,18.329999923706055,26.666522105734966,35.82050239931485,170.0835848102543,18.3799991607666,26.179703836194584,35.099171599929235,168.53495270967596,16.81999969482422,26.221747684954753,35.59137299265969,168.87449351685765,17.81999969482422,280598800,41614800,134306700,0
2015-02-05,26.645137786865234,36.024169921875,170.69639587402344,16.850000381469727,26.709562617574388,36.18540767665645,170.84546780487813,17.43000030517578,26.491851062250362,35.523480513894725,169.57841325653533,16.670000076293945,26.662908809726655,35.82898635432348,169.6529429037491,17.290000915527344,168984800,36548200,97953200,0
2015-02-06,26.420759201049805,35.99022674560547,170.22438049316406,17.290000915527344,26.71400223470758,36.31270551604277,171.62394076730268,18.739999771118164,26.31412460021994,35.76958542093855,169.70264763355704,16.059999465942383,26.662906100062138,36.219356142712144,171.06079833152506,16.290000915527344,174826400,34616600,125672000,0
2015-02-09,26.596263885498047,35.94778823852539,169.46250915527344,18.549999237060547,26.62292126746555,36.27026693848277,170.29892707677755,19.280000686645508,26.309685165049736,35.8204930777592,169.05671548674957,18.209999084472656,26.336344241916905,35.845954052262684,169.57844839821885,19.15999984741211,155559200,31381100,87219000,0
2015-02-10,27.10721778869629,36.15145492553711,171.267822265625,17.229999542236328,27.1360988800661,36.29572298349584,171.5245439299293,18.360000610351562,26.694013099240877,35.795033671610106,169.50387805595938,16.969999313354492,26.69623341788492,36.270265247429705,170.49765727271208,17.719999313354492,248034000,29670700,96164200,0
2015-02-11,27.742572784423828,35.96477127075195,171.36720275878906,16.959999084472656,27.75145914200605,36.19390068230769,171.79783959611729,17.809999465942383,27.213847220027088,35.82050316543849,170.45625528479763,16.81999969482422,27.273828015082834,36.19390068230769,171.10220422257584,17.43000030517578,294247200,38262500,91087800,0
2015-02-12,28.09358024597168,36.5672721862793,173.01522827148438,15.34000015258789,28.320178159043575,36.5672721862793,173.07320421101406,16.469999313354492,27.89586342284208,36.07506785233609,171.40035573613238,15.279999732971191,28.004718352510146,36.20236296966604,172.16224399290283,16.389999389648438,297898000,33268800,97545900,0
2015-02-13,28.23131561279297,37.229217529296875,173.72743225097656,14.6899995803833,28.27574571104656,37.229217529296875,173.7771186932326,15.640000343322754,27.913635495070917,36.618209079300314,172.88272482333429,14.6899995803833,28.27574571104656,36.81339264889306,173.13945916904026,15.109999656677246,217088800,40264900,93670400,0
2015-02-17,28.397932052612305,37.246315002441406,174.00070190429688,15.800000190734863,28.631194314145105,37.60527286025954,174.1746170702164,16.329999923706055,28.19577119996392,36.912992799809686,173.1642840631735,15.529999732971191,28.32239884896467,37.57963394478377,173.41271624816068,15.850000381469727,252609600,33695700,76968200,0
2015-02-18,28.595645904541016,37.20355987548828,174.01727294921875,15.449999809265137,28.608974594134033,37.348854595331154,174.09180260672233,16.739999771118164,28.313509545559175,37.08390731813984,173.3630344806547,15.4399995803833,28.353497309237724,37.28902831665693,173.62804566701706,16.739999771118164,179566800,27111700,80652900,0
2015-02-19,28.53566551208496,37.17792892456055,173.89303588867188,15.289999961853027,28.664515170633745,37.20356783225073,174.25741993425422,16.219999313354492,28.50900813093667,36.79332900776604,173.2802196633091,15.100000381469727,28.54232985737203,36.904436374904094,173.4210021106608,16.110000610351562,149449600,27603400,91462500,0
2015-02-20,28.76892852783203,37.48561096191406,174.93649291992188,14.300000190734863,28.76892852783203,37.502704654763036,175.01102257016245,16.290000915527344,28.446806067835475,36.998452126728196,172.85785111829873,14.270000457763672,28.573432021439938,37.18647622748982,173.47895680982546,15.729999542236328,195793600,29721100,140896400,0
2015-02-23,29.546463012695312,37.73345947265625,174.91168212890625,14.5600004196167,29.546463012695312,37.767643593404486,174.91168212890625,15.479999542236328,28.80446994307108,37.30612699056631,174.30713004551836,14.489999771118164,28.884445467268826,37.34885958671769,174.68808050030484,15.050000190734863,283896400,32518800,74411100,0
2015-02-24,29.36207389831543,37.682186126708984,175.40853881835938,13.6899995803833,29.679755665976195,37.861665023514405,175.60729720252223,14.630000114440918,29.139920048689255,37.536891357660245,174.538988262736,13.529999732971191,29.533133311671225,37.73346720877715,174.83711952076607,14.5,276912400,25271700,72472300,0
2015-02-25,28.61119842529297,37.59672546386719,175.25946044921875,13.84000015258789,29.23545371286905,37.68219068402827,175.76462689715748,14.0600004196167,28.469020069179415,37.43433698115631,174.9199196518574,12.859999656677246,29.22656565884979,37.562538071687094,175.284303664984,13.640000343322754,298846800,29759800,73061700,0
2015-02-26,28.973308563232422,37.65653610229492,175.052490234375,13.90999984741211,29.07327713106697,37.80182756817521,175.3257783457082,14.569999694824219,28.126902824541162,37.51124137612682,174.44793806244164,13.550000190734863,28.61119665484146,37.59670982101623,175.1684294964771,13.550000190734863,365150000,28957300,72697900,0
2015-02-27,28.537887573242188,37.47707748413086,174.45619201660156,13.34000015258789,29.00663237357377,37.77621233827253,175.21808024610087,14.170000076293945,28.4890134507584,37.314692227509845,174.406505576743,13.289999961853027,28.88000304082967,37.71638601950217,174.95306905161627,14.069999694824219,248059200,33807700,108076000,0
2015-03-02,28.677846908569336,37.50271987915039,175.55758666992188,13.039999961853027,28.942210599045755,37.767664075143344,175.61554995957928,13.899999618530273,28.502346814362078,37.22067872307933,174.50584423227698,12.869999885559082,28.713392347077,37.32323766151887,174.555530662391,13.899999618530273,192386800,31924000,87491400,0
2015-03-03,28.737823486328125,36.98990249633789,174.83714294433594,13.859999656677246,28.773368917506,37.459970884300546,175.60732072927564,14.6899995803833,28.45568713477693,36.827517309770705,173.97588177043423,13.25,28.648963298182327,37.22921092847027,175.1269973805194,13.350000381469727,151265200,31748600,110325800,0
2015-03-04,28.55565643310547,36.801876068115234,174.1000518798828,14.229999542236328,28.782254325481713,36.93007386192282,174.31537659378927,14.710000038146973,28.506785701219396,36.64803610731554,173.13112857658436,14.130000114440918,28.680065445448587,36.759140209891136,174.24083431166872,14.279999732971191,126665200,25748700,114497200,0
2015-03-05,28.082477569580078,36.844608306884766,174.29051208496094,14.039999961853027,28.602316923808417,36.95571566866551,174.57207691413313,14.579999923706055,27.938077183994466,36.59675467686934,173.78534570959891,13.880000114440918,28.56455116454907,36.81042092475404,174.42300500453146,14.010000228881836,226068400,23193500,76873000,0
2015-03-06,28.124675750732422,36.20361328125,171.8392333984375,15.199999809265137,28.74004114058892,36.84461209073307,173.85989917685467,15.829999923706055,28.049144258829877,36.02413439706399,171.50798209946916,14.180000305175781,28.524551645020985,36.75059841036272,173.4292623790542,14.609999656677246,291368400,36248800,188128000,0
2015-03-09,28.244647979736328,36.62239456176758,172.5514678955078,15.0600004196167,28.784483743692554,36.86170298278805,172.90756247783182,15.760000228881836,27.782567440194263,36.05831578269293,171.88067567378718,14.710000038146973,28.426814118126977,36.05831578269293,172.0380244934855,15.720000267028809,354114000,32108000,89818900,0
2015-03-10,27.660377502441406,35.921573638916016,169.75234985351562,16.690000534057617,28.26241425789635,36.50274617630113,171.26784949998202,16.90999984741211,27.502648465689692,35.921573638916016,169.71094027349486,16.030000686645508,28.08247017418936,36.19506621412211,171.18504297637017,16.469999313354492,275426400,39159700,157121300,0
2015-03-11,27.156089782714844,35.87882995605469,169.35487365722656,16.8700008392334,27.718138827229005,36.2121487253911,170.18301484870443,17.190000534057617,27.127210388514765,35.75917739888651,169.27205448350605,16.290000915527344,27.713696495390376,36.16087092105483,170.0090996384641,16.440000534057617,275756000,32215300,110145700,0
2015-03-12,27.647052764892578,35.05836486816406,171.5079803466797,15.420000076293945,27.747023038958073,35.59680482591244,171.57422049665473,16.450000762939453,27.02057882136801,34.92161857448228,169.93450510159317,15.300000190734863,27.17164354437605,35.32331223854888,169.98419153228792,16.450000762939453,193450800,59992500,93993500,0
2015-03-13,27.45599365234375,35.36604690551758,170.456298828125,16.0,27.858093275490027,35.44296690396532,172.19538770623154,16.739999771118164,27.231619482991277,34.707954309973324,169.42112236385987,15.319999694824219,27.635939424321684,34.78487430842107,171.2347535510814,15.470000267028809,207309200,58007700,162410900,0
2015-03-16,27.758127212524414,35.51988983154297,172.73362731933594,15.609999656677246,27.758127212524414,35.588261357863075,172.82472332214812,15.890000343322754,27.296048420518424,35.28058133869942,170.48108310109575,15.359999656677246,27.520422623715213,35.442969826752055,171.18500790795596,15.779999732971191,143497200,35273500,136099200,0
2015-03-17,28.222429275512695,35.63953399658203,172.22018432617188,15.65999984741211,28.284632091074627,35.75064136833063,172.60112205758392,16.3700008392334,27.913635516187682,35.16946886112203,171.4085971591291,15.65999984741211,27.969173986496493,35.35749295913293,171.99658274860482,16.309999465942383,204092400,31673400,94510400,0
2015-03-18,28.54011344909668,36.323272705078125,174.29051208496094,13.970000267028809,28.6934001912993,36.60531379925635,174.9613040871051,16.290000915527344,28.073590571188532,35.32331593907712,171.1104419231871,13.380000114440918,28.213546926091023,35.40878115897341,171.74811385454498,14.600000381469727,261083600,44194800,228808500,0
2015-03-19,28.324623107910156,36.14378356933594,173.4955291748047,14.069999694824219,28.713392444685393,36.40018241683043,174.29882690791254,14.970000267028809,28.302408056217246,36.0839572802635,173.10630191705437,13.84000015258789,28.60231549132104,36.11814140238472,173.87647957216197,14.680000305175781,183238000,33879100,117917300,0
2015-03-20,27.96917152404785,36.648040771484375,175.0269317626953,13.020000457763672,28.52455448333958,36.7335059782332,175.53435314639842,13.529999732971191,27.80477814097911,36.314721900759864,174.26164278434246,12.539999961853027,28.491232760007673,36.37454819754177,174.44464805012606,13.520000457763672,274780400,71904500,177715100,0
2015-03-23,28.260194778442383,36.630950927734375,174.6859588623047,13.40999984741211,28.40237312558268,36.86171092255384,175.60929943829044,13.529999732971191,28.106908059378792,36.56257614691869,174.6859588623047,12.890000343322754,28.240201742859963,36.6480446229383,175.03532925688862,13.520000457763672,150838800,26246100,71784500,0
2015-03-24,28.14467430114746,36.665138244628906,173.704345703125,13.619999885559082,28.44457999143216,36.89589497869671,175.0186380320636,13.680000305175781,28.115793213344112,36.53693716100103,173.6377971673957,12.59000015258789,28.26463759420105,36.562576073611005,174.56113747478216,13.359999656677246,131369200,25513300,77805300,0
2015-03-25,27.40934944152832,35.4344367980957,171.15892028808594,15.4399995803833,28.173559452025806,36.69079633737115,174.14522727250312,15.550000190734863,27.40934944152832,35.41734309399031,171.11733855742628,13.199999809265137,28.111356626966685,36.6822478551731,173.91231373233074,13.260000228881836,206620800,43469900,159521700,0
2015-03-26,27.600399017333984,35.22074890136719,170.7512969970703,15.800000190734863,27.74257737236355,35.56261625434301,171.66631068398317,17.190000534057617,27.236066770708273,34.972895233474155,169.79467620136552,15.229999542236328,27.271612206915506,35.229297378350374,170.4934293880964,16.639999389648438,190291600,37495600,153067200,0
2015-03-27,27.380468368530273,35.01563262939453,171.14230346679688,15.069999694824219,27.702590847847198,35.40877782031078,171.31698228652505,15.829999923706055,27.304936855548284,34.895980028706006,170.44355010937383,14.1899995803833,27.67371145080698,35.1438304471513,170.63488193095372,15.729999542236328,158184800,34401400,118939000,0
2015-03-30,28.07358169555664,35.007076263427734,173.23020935058594,14.510000228881836,28.08024603964981,35.502783509191715,173.5296714446918,14.760000228881836,27.54707647850533,34.964343667138316,172.1571442508614,14.079999923706055,27.558184848593484,35.12672883715335,172.1737718668186,14.760000228881836,188398800,35049700,96180400,0
2015-03-31,27.642601013183594,34.75067901611328,171.71621704101562,15.289999961853027,28.10023735860415,35.06690415547591,173.1053969004978,15.739999771118164,27.627050312947922,34.64812012826643,171.65799501357338,14.329999923706055,28.01137548801493,34.853237903960135,172.406643721356,14.970000267028809,168362400,34887200,126768700,0
2015-04-01,27.602619171142578,34.80195617675781,171.10897827148438,15.109999656677246,27.79589365397358,34.83614029533731,171.70790231162295,16.65999984741211,27.347141874039412,34.451543694086794,170.11908957478775,15.079999923706055,27.729246813025078,34.69939404015564,171.68294820101997,15.319999694824219,162485600,36865300,137303600,0
2015-04-02,27.840322494506836,34.434471130371094,171.72451782226562,14.670000076293945,27.893638947918962,34.81907122786357,172.17370444109807,15.510000228881836,27.58928923541274,34.28917631118954,170.85939980349193,14.270000457763672,27.77589766980492,34.750696428180504,171.04240505004668,15.300000190734863,128880400,37487500,86900900,0
2015-04-06,28.291297912597656,35.51133728027344,172.88076782226562,14.739999771118164,28.3268433490019,35.70790987879656,173.39650294694007,15.760000228881836,27.620393902014577,34.34044690633619,170.7013579028154,14.039999961853027,27.651495311418447,34.477193203582225,170.8344422398456,15.75,148776000,39223700,114368200,0
2015-04-07,27.99360466003418,35.49424743652344,172.42330932617188,14.779999732971191,28.462347683151513,35.81902115032738,173.65442551024032,14.8100004196167,27.986940316302068,35.30622329509106,172.39004140458533,14.010000228881836,28.35571479363924,35.562622222709216,172.90577669260682,14.569999694824219,140049200,28809400,81236300,0
2015-04-08,27.90252685546875,35.40024185180664,173.00558471679688,13.979999542236328,28.08025063657794,35.631001917655674,173.44645764013111,14.770000457763672,27.762570521902486,35.07547132383245,172.25693593565734,13.75,27.958065325202924,35.43442925273761,172.64790063262691,14.59000015258789,149316800,24753400,89351900,0
2015-04-09,28.11578941345215,35.45151138305664,173.77090454101562,13.09000015258789,28.120233439390283,35.571163986974554,174.0038181004718,14.59000015258789,27.693698473890716,35.254938782293074,172.3484690666825,13.09000015258789,27.958060390634056,35.254938782293074,172.83925030319102,14.140000343322754,129936000,25723900,85548900,0
2015-04-10,28.23575210571289,35.6566276550293,174.71917724609375,12.579999923706055,28.260189163168846,35.853200229295624,174.76077166783332,13.260000228881836,27.826989862630114,35.39168031043286,173.82080373926343,12.510000228881836,27.98027485633653,35.57970766855217,174.02043665507665,13.199999809265137,160752000,28022000,72722900,0
2015-04-13,28.18022346496582,35.6908073425293,173.928955078125,13.9399995803833,28.562330160594666,35.94720943910069,175.20999234303937,14.3100004196167,28.126907000531492,35.374582219789495,173.87904684312468,12.710000038146973,28.51789666624968,35.38313069516219,174.57778751880323,13.170000076293945,145460400,30276700,74436600,0
2015-04-14,28.05803108215332,35.5968017578125,174.26170349121094,13.670000076293945,28.277962912412484,35.921572139634165,174.4447088207474,14.739999771118164,27.97139121887246,35.374587012051855,173.10544946886912,13.640000343322754,28.213538094478118,35.724999563177306,173.72932781242415,14.34000015258789,102098400,24244400,75099900,0
2015-04-15,28.1646671295166,36.11814880371094,175.04359436035156,12.84000015258789,28.242420644379937,36.28908249049772,175.55101584547447,13.579999923706055,27.99360939681727,35.62244469834706,174.644315833761,12.829999923706055,28.082471283046583,35.690816216888436,174.72750467768364,13.579999923706055,115881600,27343600,99529300,0
2015-04-16,28.029157638549805,36.032676696777344,174.99363708496094,12.600000381469727,28.235760836901022,36.18651665942427,175.5010584278668,13.350000381469727,28.015828946688366,35.74209046292074,174.51116984967075,12.5,28.053594703562297,35.85319782711869,174.71081540342834,13.270000457763672,113476000,22509700,68934900,0
2015-04-17,27.71369743347168,35.571163177490234,172.9806365966797,13.890000343322754,28.022491201146448,35.67372534447641,174.04538777213105,15.020000457763672,27.649272602783466,35.17801798490981,172.1987071756499,13.729999542236328,27.891421221225347,35.613895783590046,173.8041604387327,13.970000267028809,207828000,42387600,191113200,0
2015-04-20,28.34683609008789,36.67367935180664,174.5611572265625,13.300000190734863,28.4623553673972,36.89589084352939,174.89388725002235,13.670000076293945,27.80700206835276,35.62244166885977,173.82082213545306,12.829999923706055,27.89586396353667,35.66517427185007,173.90399829489962,13.670000076293945,188217200,46057700,92189500,0
2015-04-21,28.193553924560547,36.44291687011719,174.3531951904297,13.25,28.48013098094247,36.87879786730926,175.4013061722621,13.510000228881836,28.140235765089624,36.34890319384876,174.05373309664378,12.65999984741211,28.457917623512692,36.75059680689079,175.24325497098113,12.75,129740400,26013800,72559800,0
2015-04-22,28.573429107666016,36.7420654296875,175.20999145507812,12.710000038146973,28.628967574063935,36.86171805899074,175.39299677770984,13.800000190734863,28.062476233744846,36.36601058297489,173.770902991398,12.569999694824219,28.211318916915396,36.46856951376486,174.69424341273557,12.970000267028809,150618000,25064300,78264600,0
2015-04-23,28.80668830871582,37.04118728637695,175.6508331298828,12.479999542236328,28.973303690350882,37.27194726533912,176.29966545157106,12.960000038146973,28.46679320136418,36.57966732845261,174.6942122607432,12.119999885559082,28.50233862966466,36.65658732144,174.81066901866583,12.960000038146973,183083600,46309500,102585900,0
2015-04-24,28.94220542907715,40.912803649902344,176.05844116210938,12.289999961853027,29.019960638198242,41.143563540446465,176.32463531418654,13.020000457763672,28.70894319151285,39.01544998368546,175.6092543965239,12.15999984741211,28.9888592325096,39.02399519728152,176.06676766238417,12.210000038146973,178103600,130933700,61327400,0
2015-04-27,29.468721389770508,41.049560546875,175.326416015625,13.119999885559082,29.575357731051994,41.1350290064629,176.74885121588545,13.399999618530273,29.135490450316787,40.35728395579902,175.13508422713673,12.329999923706055,29.39318985704643,40.365829171613626,176.62408065194492,12.34000015258789,387816800,59248200,79358100,0
2015-04-28,29.004405975341797,42.015342712402344,175.88369750976562,12.40999984741211,29.8885773449825,42.058075321982855,175.93360572167057,14.229999542236328,28.784475834361594,40.767532255032265,174.1285201317322,12.40999984741211,29.87080802009011,40.83590377830326,175.30141388282277,13.260000228881836,475696000,60730800,86863500,0
2015-04-29,28.5778751373291,41.929874420166016,175.16009521484375,13.390000343322754,29.23322840880269,42.14354071269793,175.75900676566133,14.34000015258789,28.502343631285193,41.45126075119054,174.35321151694242,12.609999656677246,28.91554998584197,41.639288131911066,174.99371749717676,13.4399995803833,253544400,47804600,125684900,0
2015-04-30,27.802555084228516,41.57090759277344,173.40489196777344,14.550000190734863,28.577871557806247,42.34010744341384,174.97706470799116,15.289999961853027,27.675927455621842,41.53672020823643,172.70613865547094,12.489999771118164,28.577871557806247,41.62218866957894,174.58609997482478,13.890000343322754,332781600,64725500,161304900,0
2015-05-01,28.64674186706543,41.5880012512207,175.28482055664062,12.699999809265137,28.90888520558984,41.776028605732876,175.32641497531887,13.979999542236328,27.835881568938238,41.36578977248776,174.08697237858064,12.680000305175781,28.013603654255334,41.51962974249073,174.1867888291408,13.979999542236328,234050400,38937300,103399700,0
2015-05-04,28.591205596923828,41.22905731201172,175.78390502929688,12.850000381469727,29.006635685468652,41.767494127182346,176.366188735552,13.180000305175781,28.493457340795633,41.177776218061865,175.60089976549773,12.100000381469727,28.768929390811504,41.340161458468785,175.7090300084097,13.119999885559082,203953200,34039500,70927200,0
2015-05-05,27.946958541870117,40.68204879760742,173.77090454101562,14.3100004196167,28.535664962892916,41.16066232544899,175.90041988764432,14.40999984741211,27.942514515164522,40.43419844917626,173.62949364369132,12.970000267028809,28.469018121505634,40.87007612288231,175.54272304737,13.210000038146973,197085600,50369200,113326200,0
2015-05-06,27.771455764770508,39.55389404296875,173.0554656982422,15.149999618530273,28.1580030240195,40.827346291638335,174.6276380453887,16.360000610351562,27.40490154027082,39.331682583752496,171.9907147273087,13.890000343322754,28.115793246349376,40.656412644393754,174.31986223603798,13.930000305175781,288564000,52433000,135060200,0
2015-05-07,27.9432315826416,39.912864685058594,173.74594116210938,15.130000114440918,28.126158622234403,40.24618358467297,174.17018652430545,15.970000267028809,27.666608877322254,39.45134470392072,172.6229678516267,14.8100004196167,27.833920256290526,39.54535839566609,172.955697863732,15.479999542236328,175763600,32971700,88244900,0
2015-05-08,28.469697952270508,40.81026077270508,176.03343200683594,12.859999656677246,28.469697952270508,41.00683336529706,176.2330775584709,13.420000076293945,28.132843981101665,40.613688180113094,175.33469161536124,12.699999809265137,28.260000530194958,40.63932709123284,175.41788043508376,13.359999656677246,222201600,35364900,155877300,0
2015-05-11,28.17969512939453,40.4854850769043,175.19332885742188,13.850000381469727,28.456316106647098,40.94700501568524,176.25808003936282,13.850000381469727,28.025768130626794,40.4854850769043,175.11846651482492,13.0,28.41839260613247,40.639325056497945,175.99189859029525,13.350000381469727,168143200,24609400,75708100,0
2015-05-12,28.07931137084961,40.4683952331543,174.6692657470703,13.859999656677246,28.304622800272487,40.75043630933479,175.20996783389103,15.130000114440918,27.84507476175054,39.673556349740664,173.53796603824514,13.729999542236328,28.01907832189072,40.0410626403637,174.36148987906336,14.729999542236328,192640000,29928300,119727600,0
2015-05-13,28.11054039001465,40.70769119262695,174.70252990722656,13.760000228881836,28.373777003589282,41.29740881575355,175.70073245209886,14.039999961853027,28.079309071622678,40.65641012354675,174.46961640318415,13.0600004196167,28.141771708406623,41.18630146289041,175.07685427494943,13.630000114440918,138776800,34184600,94667900,0
