Date,AAPL,MSFT,SPY,^VIX
2015-01-05,-0.028576231260461937,-0.009238559265194273,-0.01822447339723934,0.11308770284569483
2015-01-06,9.434462394531694e-05,-0.01478636114449923,-0.009464022469672456,0.05849624258802025
2015-01-07,0.013924649022567782,0.012625426276582514,0.012384590327846329,-0.08959742979111619
2015-01-08,0.037702592749617674,0.028994048780046078,0.017589504712242306,-0.126821648919881
2015-01-09,0.0010718479807549715,-0.00844113718566247,-0.008046372066305483,0.031252486576047685
2015-01-12,-0.024949186363417197,-0.012580921257171217,-0.00786393943234212,0.1104756792596721
2015-01-13,0.008839510041233432,-0.005164014210330413,-0.00281690942662432,0.047817828912186486
2015-01-14,-0.003818138006092537,-0.008665385491484767,-0.006055316595562399,0.04377483371810692
2015-01-15,-0.027515123491428078,-0.010498899968224088,-0.009202786636852074,0.041492155021150265
2015-01-16,-0.007800486851824625,0.016572438090406205,0.013028858818912095,-0.0664757205653523
2015-01-20,0.025431080640090562,0.0032387609338171723,0.002130037277218314,-0.051921620605776236
2015-01-21,0.007605356172490312,-0.010183050376402169,0.005035806689205461,-0.05370412804838712
2015-01-22,0.025682868268042315,0.026008972038003595,0.014761440526884865,-0.13923162256133706
2015-01-23,0.00514660317617708,0.0010607992984238148,-0.005497990902179288,0.01572931600995626
2015-01-26,0.0010615890334307889,-0.0036102472996477277,0.0023390626359626834,-0.07088108332960535
2015-01-27,-0.03564089790120107,-0.09709818966133811,-0.013278056012437747,0.10394191487454535
2015-01-28,0.05499270336026369,-0.03506659169909192,-0.012907527566661125,0.17142233233886708
2015-01-29,0.030658587233099322,0.019712075732290602,0.009201330413013787,-0.08576683568496372
2015-01-30,-0.014741942592201518,-0.039077233968991945,-0.012654928808976278,0.11136585639104234
2015-02-02,0.012468760652539034,0.02154814213765578,0.01230805362445389,-0.0762745330738747
2015-02-03,0.00016848314029664508,0.007721731976470562,0.0143575800498107,-0.11437917977067641
2015-02-04,0.007640469416975135,0.005752984096561315,-0.0038152107303901597,0.05609995836427453
2015-02-05,0.007112199758360373,0.014473992397550064,0.010044413465339928,-0.08418837825184541
2015-02-06,-0.008456652417173185,-0.0009426775854242178,-0.0027690637543165432,0.025777673208937757
2015-02-09,0.006620715963205784,-0.0011798633035003951,-0.00448573459045299,0.07034139527817063
2015-02-10,0.019029280999525035,0.005649635691013687,0.010596825920474996,-0.07381772395262162
2015-02-11,0.023168125470347068,-0.005177311171953832,0.0005800953708329547,-0.015794447589819655
2015-02-12,0.012572932280728493,0.016613754283281996,0.009570976592314904,-0.10039377049602104
2015-02-13,0.004890755296313959,0.017940232645395654,0.004107974369133242,-0.043296844265169485
2015-02-17,0.005884482929777679,0.00045914336866536784,0.0015717434555059763,0.07284299048374784
2015-02-18,0.006938137668836423,-0.0011485615448895837,9.52309715691505e-05,-0.02240096110629207
2015-02-19,-0.002099738759923087,-0.0006891755557922201,-0.000714190195988307,-0.010409973552381732
2015-02-20,0.008141207804674574,0.00824187493702308,0.005982636545084397,-0.06693946684211022
2015-02-23,0.026668107505496877,0.006590068350859679,-0.0001418374759494786,0.018018520984404013
2015-02-24,-0.0062602035709845355,-0.0013597537603729011,0.002836587743987621,-0.06161246293934012
2015-02-25,-0.02590564359452621,-0.002270508373461802,-0.0008502536783117173,0.010897352565632288
2015-02-26,0.012576817271475568,0.001589582956989694,-0.0011816339038497547,0.0050450337510371925
2015-02-27,-0.015142418837371479,-0.004777061846832559,-0.00341221163663589,-0.041840943039847
2015-03-02,0.0048923470355093646,0.0006839814702348877,0.0062934567476215595,-0.022745498352724706
2015-03-03,0.002089206628144588,-0.013768490562501425,-0.004112189367746153,0.06098541541786991
2015-03-04,-0.006359106388879456,-0.005096145907088975,-0.004224784125827722,0.02634541094184929
2015-03-05,-0.016709232429353283,0.0011604693401935557,0.0010933718863370655,-0.013441984052200456
2015-03-06,0.0015015237950267528,-0.017550365077693197,-0.014164166474597133,0.0793850194232402
2015-03-09,0.004256656004133334,0.011500998311761582,0.0041362064063580435,-0.009253165069142574
2015-03-10,-0.02090301350071225,-0.01932187454048417,-0.01635494721306422,0.10276751943766035
2015-03-11,-0.018399651481422943,-0.0011906252826059801,-0.0023442519106618006,0.01072717663256296
2015-03-12,0.017917808888403122,-0.023133186434368354,0.012633440699627217,-0.08987157322205512
2015-03-13,-0.00693463939392933,0.008737992616289238,-0.006150846145517231,0.03692334915687133
2015-03-16,0.010944177725308715,0.004340583609352608,0.013271729411390432,-0.024677009706211055
2015-03-17,0.016588356352259113,0.003362710695099058,-0.0029768818607045344,0.0031979682852878465
2015-03-18,0.011193560942454299,0.019003129967509753,0.011949717087169406,-0.11419748843554198
2015-03-19,-0.007579086293513787,-0.0049536854954527944,-0.004571686039451939,0.007132657053160405
2015-03-20,-0.01262861422582829,0.013854997402895797,0.008788027259630503,-0.07755817749755393
2015-03-23,0.010351382992539486,-0.00046643229290012437,-0.001950016814243731,0.02951401397599996
2015-03-24,-0.004096122930483165,0.0009328552112334055,-0.005635149680697159,0.015538606404026779
2015-03-25,-0.026473970989202088,-0.03414225382615398,-0.014762208048291522,0.12542222510043294
2015-03-26,0.006946054083097061,-0.00604877182447886,-0.002384389021037907,0.02304843468536551
2015-03-27,-0.008000303826110923,-0.005840758040806265,0.002287300140549306,-0.047303959716893294
2015-03-30,0.024999054993194585,-0.00024438831758083447,0.012126005356538879,-0.037867909717682606
2015-03-31,-0.015470883236814635,-0.007351108157147133,-0.00877818649878548,0.052360934775902146
2015-04-01,-0.0014474319728650842,0.0014744853244597835,-0.00354255995703308,-0.011842263882984972
2015-04-02,0.00857475352775225,-0.010615466788423164,0.003590898901188505,-0.029552156207520917
2015-04-06,0.016068843855101364,0.030793875116549272,0.006710601300681437,0.004760273877682206
2015-04-07,-0.010578184020609897,-0.00048136619529744396,-0.002649599550049242,0.0027100262199033945
2015-04-08,-0.0032588260653999257,-0.002651987220892631,0.0033713215782987813,-0.055647193391672574
2015-04-09,0.007614066344503664,0.001447234199799271,0.004413915536168658,-0.06577911248284371
2015-04-10,0.00425766075770204,0.005769152270222234,0.005442192447293645,-0.03974034637104437
2015-04-13,-0.0019685437721230475,0.000958119660949198,-0.004533071873197189,0.10265413002315599
2015-04-14,-0.004345532274533334,-0.0026373626607081907,0.0019113006405699871,-0.019558718913768366
2015-04-15,0.0037933496123484112,0.0145396803952649,0.004476841203636789,-0.06263834617137345
2015-04-16,-0.004822941104192561,-0.0023692631740019543,-0.00028543978321126696,-0.01886846591280005
2015-04-17,-0.011318529430919275,-0.012890926272062064,-0.011569952701340664,0.09747233725070595
2015-04-20,0.02258863902983672,0.030524027378869976,0.009095490407543433,-0.043405131914837844
2015-04-21,-0.00542205460598493,-0.006312198866426778,-0.0011920522003075619,-0.003766497136443946
2015-04-22,0.013383866230566343,0.00817518065223756,0.004902106475516369,-0.041608464229533175
2015-04-23,0.008130359311692145,0.008108167759625027,0.002512916096060648,-0.0182617619411985
2015-04-24,0.004693332126279557,0.09941259830233116,0.0023178701530536766,-0.015341405787459452
2015-04-27,0.018028483718705378,0.0033370687930628588,-0.004166521069540236,0.065351854319272
2015-04-28,-0.015881660336058836,0.023254723725343658,0.0031734960946808595,-0.05563518787235546
2015-04-29,-0.014814926781787079,-0.002036288062343805,-0.0041225814827717195,0.07600559842235986
2015-04-30,-0.027504895870870665,-0.008597980285439294,-0.0100711095321715,0.08308282138311034
2015-05-01,0.02991178879868945,0.00041110829676905923,0.010782920955022682,-0.13598902828037443
2015-05-04,-0.001940540848508923,-0.008668411872180143,0.0028432313817662856,0.01174186258153623
2015-05-05,-0.022790798070133865,-0.013356348661166879,-0.011517637212604225,0.10761478186408995
2015-05-06,-0.006299653703172049,-0.02812278556656865,-0.004125637027328017,0.05704188388417933
2015-05-07,0.006166286497737924,0.009034547011151535,0.0039819698684099075,-0.0013209714117520136
2015-05-08,0.018665283247593013,0.022234844205952425,0.013079807629387425,-0.16255784325158099
2015-05-11,-0.010238604175194408,-0.007990022607552931,-0.004783831103847226,0.07416356806376305
2015-05-12,-0.0035686326980513784,-0.0004222118554026113,-0.00299582470597049,0.0007217088147076654
2015-05-13,0.0011115538269567016,0.005895742531201831,0.00019042269965986023,-0.00724111985194358
2015-05-14,0.02306327649700184,0.022626775390474578,0.010373800113560734,-0.07701921696064191
2015-05-15,-0.0013966898801524423,-0.00865778392109639,0.0010831135789342243,-0.028664355677943884
2015-05-18,0.010966926449399832,-0.006022224257129801,0.0031021065594349843,0.027879100109408386
2015-05-19,-0.0009220172718165777,-0.002519063714403117,-0.00032887642936892445,0.009382464417714065
2015-05-20,-7.671429080893628e-05,0.0,-0.0007042625660542212,0.0023318885337834856
2015-05-21,0.010174139417534893,-0.0033682167633171584,0.0029082496765974798,-0.06164420034672275
2015-05-22,0.008714292434211537,-0.011026335715477852,-0.002391546756868838,0.0016502031758452804
2015-05-26,-0.0222774836602886,-0.006631993019303813,-0.010809976233885908,0.14765218383673945
2015-05-27,0.018497940304374412,0.021656953155872214,0.009447434017838817,-0.0578280333869863
2015-05-28,-0.001971341718147074,-0.003366277421397604,-0.0011287558959164497,0.003009781093195853
2015-05-29,-0.011447449547369074,-0.012512014314352823,-0.006232729259096645,0.03904729728121657
2015-06-01,0.001993295131625775,0.007864426326541446,0.0020347889415347443,0.009349231168656014
2015-06-02,-0.004452964383872269,-0.006584843607952443,-0.000992966604857826,0.019142697527350715
2015-06-03,0.0012306894353511168,-0.0014932897441076478,0.0026457807169646464,-0.041583046938439616
2015-06-04,-0.005858154757955366,-0.010513735874880904,-0.008482509735761989,0.07405569423438678
2015-06-05,-0.005503679197212517,-0.0047570244130441175,-0.0017146496712231846,-0.034581592413088925
2015-06-08,-0.006628847354760222,-0.008925467704815409,-0.006168424838265897,0.07325307265254886
2015-06-09,-0.002977794119856864,-0.0017509197527475393,-0.00014422060163048713,-0.0551214583487213
2015-06-10,0.011393200345523016,0.020811660718513335,0.011922085671731142,-0.09034670447496196
2015-06-11,-0.002252813548131293,-0.003654025710342253,0.0032183792728199987,-0.02838701359480235
2015-06-12,-0.01110414255518095,-0.010172179042398147,-0.007684247540666351,0.06987440517992602
2015-06-15,-0.001968158605361244,-0.010716468391131533,-0.004294562619162592,0.11049972395144418
2015-06-16,0.0053435256009585555,0.007666182726143477,0.005436130351945919,-0.038415313545916235
2015-06-17,-0.002353950355249888,0.003050285664988011,0.001616234667098935,-0.021154007186513838
2015-06-18,0.004546000446276601,0.016183133126030834,0.01034560741993727,-0.09468971451055078
2015-06-19,-0.0100599035642225,-0.013359306817999884,-0.004448849946143248,0.056737165150839666
2015-06-22,0.007946448705078572,0.0028158747615302637,0.005109593159332932,-0.09144946788840772
2015-06-23,-0.00455570762104017,-0.006946034209418626,0.0007080884019771195,-0.05071510296376066
2015-06-24,0.008466134924700712,-0.00589820351080741,-0.007289199646648093,0.09072047280414063
2015-06-25,-0.00477303478634439,0.00021908068489181814,-0.0030453141666207215,0.05501937466715889
2015-06-26,-0.005899564598551651,-0.00857991326332324,-0.00019034134314923037,0.0007135375712560152
2015-06-29,-0.017670041627091668,-0.01986014892319221,-0.021193517473301216,0.2960280198739356
2015-06-30,0.007201509565011782,-0.0049708083493351495,0.0020909416896620204,-0.033444370551028266
2015-07-01,0.009284255438236804,0.006771994235570353,0.007983697592455147,-0.12487059309242127
2015-07-02,-0.0012645913616998676,-0.001124986393216374,-0.000916144426214835,0.04258555512988953
2015-07-06,-0.003486047415840179,-0.00022574862986040088,-0.0028498174949154616,0.013017894245912135
2015-07-07,-0.002463258920094721,-0.0020292293084482097,0.006268688556887429,-0.055603449375801695
2015-07-08,-0.025136230527758038,-0.0013557122389431977,-0.016919398243111096,0.2003881364699924
2015-07-09,-0.020607260174381324,0.006309430822747438,0.0018074108387806675,0.015645006086188653
2015-07-10,0.02638322664163806,0.002019609680774218,0.0125129242272173,-0.17106810937436856
2015-07-13,0.01912153769750413,0.020632688847127403,0.010976627937892123,-0.19127419097672302
2015-07-14,-0.00039784513555809727,0.0017552430106951777,0.004328941358938401,-0.03887543013845867
2015-07-15,0.00958678481423579,0.0030640148674795616,-0.00033260434532945683,-0.010526439027886638
2015-07-16,0.013237969492674487,0.019477090618541314,0.007992199733522916,-0.08845541431178576
2015-07-17,0.008600263332489531,-0.0008574375239189492,0.000847627681794617,-0.01330026679820605
2015-07-20,0.018725068281800605,0.0064143500368977775,0.0005175744375713227,0.02479467457429293
2015-07-21,-0.01004504497745322,0.007643114228798357,-0.003959387156516543,-0.0024519613955023426
2015-07-22,-0.04321478331664197,-0.037496375238493404,-0.0017958722555383704,-0.008217004396385256
2015-07-23,-0.0004794390409299719,0.012438904501193261,-0.005645778417774708,0.042009444681472906
2015-07-24,-0.005287202105798022,-0.003693433477826631,-0.010426273761793857,0.08344485425581512
2015-07-27,-0.013993081415200212,-0.0129266235672477,-0.0058341716479132005,0.12695966857254234
2015-07-28,0.004956541847878632,-0.00022023681022601227,0.012208042057513906,-0.14903563483515636
2015-07-29,-0.0031661769618437927,0.02073657071868642,0.006855632806848355,-0.07250665956526697
2015-07-30,-0.005053694427641651,0.01266511185711119,0.00023719515413862615,-0.030046911917760995
2015-07-31,-0.008782337664573434,-0.0038467669777865303,-0.0015188833410442544,-0.00082476119164599
2015-08-03,-0.023860377632625576,0.002352486215674007,-0.0033789573808877577,0.03566022325017647
2015-08-04,-0.032609745782913035,0.015474605344708167,-0.0019559862012145275,0.03443216301251183
2015-08-05,0.006607798175561757,0.0008409445647968804,0.003289717874898302,-0.03842101468680697
2015-08-06,0.0021737352307115284,-0.020382651396285697,-0.008221588891948,0.09596400320938224
2015-08-07,0.003381711267253253,0.0025703947532105323,-0.001921411811495617,-0.02798416064079574
2015-08-10,0.03571201758843707,0.012543752907675242,0.012520744348328483,-0.09061627307380854
2015-08-11,-0.053441285379943436,-0.01962899071184103,-0.009064174429477746,0.11423358408713478
2015-08-12,0.015302413557796114,0.007085237804165899,0.0011972486222551978,-0.00732070491903998
2015-08-13,-0.0007812124321545349,-0.00021397111927001533,-0.0012450144207802993,-0.008856138184716292
2015-08-14,0.007009625326287345,0.00576130500528973,0.0036355686853298697,-0.050162480571868485
2015-08-17,0.010295273363330689,0.006785490278946175,0.005571121079106016,0.014700499257904828
2015-08-18,-0.0056492902728587655,0.005515594296284445,-0.002900905540278786,0.05745701710000975
2015-08-19,-0.012872346355364331,-0.014060416592579046,-0.00793687620932313,0.10063581401448807
2015-08-20,-0.020733120073210883,-0.020593233898187093,-0.021102424309702314,0.2272008510825909
2015-08-21,-0.06311352417496142,-0.058395659076721694,-0.03056464588359169,0.38149503553749237
2015-08-24,-0.025279125110907404,-0.03280499895574426,-0.0430192873605487,0.3739350623246345
2015-08-25,0.0059945846165705054,-0.029460870048327828,-0.011837551703502754,-0.12313609954173135
2015-08-26,0.05577030089080954,0.05387264890020195,0.037674994034825604,-0.1722668017474006
2015-08-27,0.029021330330383427,0.02748100524455644,0.024434099141415172,-0.14987222176466056
2015-08-28,0.0032716190351731933,0.0006832730054738674,5.0108188352564775e-05,-0.0019175900324734378
2015-08-31,-0.0046893930690984666,-0.009377131983612086,-0.0081121222969349,0.08742719748532295
2015-09-01,-0.04572622743556997,-0.03984577439743325,-0.03030159585907017,0.09936294436829488
2015-09-02,0.041994486182016,0.036162543549232,0.018802990243476262,-0.1852557757683331
2015-09-03,-0.017691214543013055,0.003223745443510679,0.000716254143012154,-0.018569180953175467
2015-09-04,-0.010016830776584912,-0.02067179391413565,-0.015252595057389476,0.082053069208744
2015-09-08,0.02744108865391473,0.029597310300695588,0.024820092825299653,-0.11016820510213311
2015-09-09,-0.019419891336720327,-0.018859957144417336,-0.013461621273422325,0.05203598827627667
2015-09-10,0.021732008516972504,0.005095222299985733,0.005426882273660402,-0.07355087435260296
2015-09-11,0.014463970283412297,0.004379116538498366,0.004534312924030107,-0.049200590516681394
2015-09-14,0.00958526503600423,-0.01017085062382142,-0.003717869487026911,0.044264305825907124
2015-09-15,0.00837685693653156,0.02160485436207616,0.01242196810877617,-0.07312506815396823
2015-09-16,0.0011173293007842484,0.00724976260932419,0.008629537714771377,-0.05423979168745604
2015-09-17,-0.021622110817526945,-0.0011293632428198564,-0.002250396069803996,-0.009884805971857527
2015-09-18,-0.004134266178710196,-0.017554403104759284,-0.016476739533207177,0.05252249430779115
2015-09-21,0.015394280757205217,0.014385683291239454,0.005154355600919907,-0.10098158889302555
2015-09-22,-0.01583469344954487,-0.004772236989037307,-0.013064391042775103,0.1081372474688784
2015-09-23,0.008080181222100968,-0.0006838406086728115,-0.0016002178653307568,-0.013910988313779642
2015-09-24,0.005930207974436169,0.0009113157197172036,-0.0036219070476092917,0.05878886446655064
2015-09-25,-0.002524725859595905,0.0006832179105966274,-0.00025930447980327596,0.006370865693216795
2015-09-28,-0.019987458466015264,-0.014903255862341683,-0.0254179157735001,0.15680826226149064
2015-09-29,-0.030521612567666046,0.0034586827951722248,0.0005848867915455546,-0.029381446967405953
2015-09-30,0.011305830315167404,0.01870051294531091,0.018486551958741954,-0.09084754404324541
2015-10-01,-0.006549379828750081,0.00787701872905793,0.0026058306935883547,-0.08293808543522975
2015-10-02,0.007274327996392514,0.021291664968905246,0.014827018952456479,-0.07407380116887692
2015-10-05,0.00361726264400197,0.022994718923379582,0.017638627650739182,-0.06919753747792971
2015-10-06,0.004772854712115793,0.0025697097294354408,-0.0034320576041816098,-0.007190647062750569
2015-10-07,-0.004772854712115738,0.0010691901273068975,0.008157349307346377,-0.05292240252300491
2015-10-08,-0.011621367097165807,0.013792998463162951,0.008985994265110481,-0.05473166807885744
2015-10-09,0.02364494418193224,-0.007190760588786586,0.0005962290136285188,-0.019710791910466947
2015-10-12,-0.0046489017239316,-0.0023379973145836526,0.0009433328874282722,-0.05475050558630943
2015-10-13,0.0017011512474772224,-0.0023431944959384347,-0.006322235018619222,0.08871061234205974
2015-10-14,-0.014234406565104272,-0.0044889499941826545,-0.004805474798728562,0.020168784649409688
2015-10-15,0.014860521848613814,0.00704480496862886,0.015237752575589174,-0.11632827325786999
2015-10-16,-0.0073575459144798174,0.010579852291773275,0.004536536290477308,-0.06433079817255777
2015-10-19,0.006194665848921837,0.002312651583072841,0.0004916096868230539,-0.00466205633754711
2015-10-20,0.018093348468174487,0.0031452392118546837,-0.0012792783388366424,0.05012441774089169
2015-10-21,-8.76846334440265e-05,-0.012004176232427215,-0.006222834171864317,0.05856839983606351
2015-10-22,0.015179486172347956,0.017431981462211605,0.016752478588067797,-0.14471436374890906
2015-10-23,0.030524939659605867,0.09601034865424557,0.010901987366660575,0.0006918180099253128
2015-10-26,-0.03243163043763614,0.025766838876689867,-0.002460361890443073,0.0558127980773523
2015-10-27,-0.0063524227252963325,-0.010376350485672304,-0.0019345779908473682,0.009114668707075441
2015-10-28,0.04037836053254509,0.005386955003800507,0.011310833135220286,-0.07395844963714053
2015-10-29,0.010509027902671613,-0.011552221675093515,-0.00057465330253506,0.019350965747437013
2015-10-30,-0.008582299087556637,-0.013584893002798283,-0.004319410046641459,0.030999790124408545
2015-11-02,0.013960619199172996,0.011333452480599667,0.011761937446535788,-0.06299139525759961
2015-11-03,0.011405247154446204,0.016948188448466732,0.002895197248045712,0.027188872351530228
2015-11-04,-0.004661287862196251,0.00460657643460135,-0.0030378896431501757,0.0645815224637116
2015-11-05,-0.004620595697646806,-0.0003679762832492781,-0.000998725958242405,-0.0301069880771992
2015-11-06,0.0011572045250563972,0.009880999405648804,-0.0005238163685319695,-0.04902276735228846
2015-11-09,-0.004055806921379766,-0.013935260366512024,-0.00937519869627457,0.142216559286488
2015-11-10,-0.032024419762990995,-0.012073793140088662,0.002304206333667219,-0.07737277835642285
2015-11-11,-0.005667853498682501,0.002612885509296537,-0.003939687370038024,0.049132657818641914
2015-11-12,-0.0033647813174911083,-0.006169876249878976,-0.014058173768851686,0.13438726964731437
2015-11-13,-0.02964348889643459,-0.009043061127718688,-0.011291508759387751,0.08900534611199853
2015-11-16,0.01624607112762297,0.017447272926954027,0.015092135144034872,-0.10050292625329874
2015-11-17,-0.004300644858440455,-0.008272187396505435,-0.0007294322052667242,0.03676091247663154
2015-11-18,0.03117397069998197,0.01647666926817202,0.015741439515198057,-0.11163159780983851
2015-11-19,0.01262366904494012,0.0016697794692536012,-0.0008627517666804391,0.008274242774755343
2015-11-20,0.004368318645491257,0.004624346238594345,0.0036373590125219463,-0.09372224036623046
